Head,Head-Tail Bonding,Lipid Type,Category,Main Class,Sub Class,Class Level 4,Nota
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Hydroxy fatty acids [FA0105],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Other Eicosanoids [FA0300],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Other Docosanoids [FA0400],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Oxo fatty acids [FA0106],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Hydroxy/hydroperoxyeicosatrienoic acids [FA0305],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],"Octadeca-1,2-dioxolanes [FA0205]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],Phytofurans [FA0204],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Sterols [ST01],"Docosa-1,2-dioxolanes [FA0406]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Hydroxy/hydroperoxyeicosatetraenoic acids [FA0306],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Unsaturated fatty acids [FA0103],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Lipoxins [FA0304],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Clavulones [FA0312],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Jasmonic acids [FA0202],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Other Octadecanoids [FA0200],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Epoxyeicosatrienoic acids [FA0308],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Resolvin Es [FA0314],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Thromboxanes [FA0303],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Epoxy fatty acids [FA0107],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Carbocyclic fatty acids [FA0114],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Methoxy fatty acids [FA0108],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Dicarboxylic acids [FA0117],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Prostaglandins [FA0301],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Branched fatty acids [FA0102],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Phytoprostanes [FA0203],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Lactones [FA0704],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Leukotrienes [FA0302],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Hepoxilins [FA0309],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Heterocyclic fatty acids [FA0115],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Straight chain fatty acids [FA0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Mycolic acids [FA0116],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Neuroprostanes [FA0401],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Cholesterol and derivatives [ST0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Levuglandins [FA0310],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Protectins [FA0404],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Isoprostanes [FA0311],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],12-oxophytodienoic acid metabolites [FA0201],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Neurofurans [FA0402],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Hydroperoxy fatty acids [FA0104],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Isofurans [FA0313],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Short fatty esters [FA0710],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Hydroxy fatty acids [FA0105],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Other Eicosanoids [FA0300],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Other Docosanoids [FA0400],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Oxo fatty acids [FA0106],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Hydroxy/hydroperoxyeicosatrienoic acids [FA0305],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],"Octadeca-1,2-dioxolanes [FA0205]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],Phytofurans [FA0204],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty alcohols [FA05],"Docosa-1,2-dioxolanes [FA0406]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Hydroxy/hydroperoxyeicosatetraenoic acids [FA0306],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Unsaturated fatty acids [FA0103],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Lipoxins [FA0304],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Clavulones [FA0312],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Jasmonic acids [FA0202],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Other Octadecanoids [FA0200],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Epoxyeicosatrienoic acids [FA0308],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Resolvin Es [FA0314],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Thromboxanes [FA0303],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Epoxy fatty acids [FA0107],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Carbocyclic fatty acids [FA0114],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Methoxy fatty acids [FA0108],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Dicarboxylic acids [FA0117],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Prostaglandins [FA0301],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Branched fatty acids [FA0102],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Phytoprostanes [FA0203],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Lactones [FA0704],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Leukotrienes [FA0302],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Hepoxilins [FA0309],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Heterocyclic fatty acids [FA0115],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Straight chain fatty acids [FA0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Mycolic acids [FA0116],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Neuroprostanes [FA0401],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Cholesterol and derivatives [ST0101],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Levuglandins [FA0310],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Protectins [FA0404],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Isoprostanes [FA0311],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],12-oxophytodienoic acid metabolites [FA0201],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Neurofurans [FA0402],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Hydroperoxy fatty acids [FA0104],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Isofurans [FA0313],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Short fatty esters [FA0710],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Hydroxy fatty acids [FA0105],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Other Eicosanoids [FA0300],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Other Docosanoids [FA0400],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Oxo fatty acids [FA0106],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Hydroxy/hydroperoxyeicosatrienoic acids [FA0305],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],"Octadeca-1,2-dioxolanes [FA0205]",Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],Phytofurans [FA0204],Acyclic diterpenoids [PR010401],
FA,NA,FA(,Fatty Acyls [FA],Fatty esters [FA07],"Docosa-1,2-dioxolanes [FA0406]",Acyclic diterpenoids [PR010401],
FAHFA,Ester,FAHFA(,Fatty Acyls [FA],Fatty esters [FA07],Fatty acid estolides [FA0709],N/A,https://www.lipidmaps.org/databases/lmsd/LMFA07090147
WE,Ester,FAHFA(,Fatty Acyls [FA],Fatty esters [FA07],Wax monoesters [FA0701],N/A,"Ceras, https://www.lipidmaps.org/databases/lmsd/LMFA07010001"
NA,NA,FAHFA(O-,N/A,N/A,N/A,N/A,NA
FMC-5-Cer,Amida y Ester con FMC,FMC-5(d,Sphingolipids [SP],Neutral glycosphingolipids [SP05],Simple Glc series [SP0501],N/A,https://www.lipidmaps.org/databases/lmsd/LMSP05010032
FMC-5-Cer,Amida y Ester con FMC,FMC-6(t,N/A,N/A,N/A,N/A,https://www.lipidmaps.org/databases/lmsd/LMSP05010037
GalCer,Amida y Ester con Gal,Galbeta-Cer(d,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Sulfoglycosphingolipids (sulfatides) [SP0602],N/A,Ceramida con una Galactosa; https://www.lipidmaps.org/databases/lmsd/LMSP0501AC01
GlcPA,Ester,Glc-GP(,Glycerophospholipids [GP],Glycosylglycerophospholipids [GP14],Diacylglycosylglycerophospholipids [GP1401],N/A,Acido phosphatidico con Glc; https://www.lipidmaps.org/databases/lmsd/LMGP14010001
GlcPA,Ester,Glc-GP(,Glycerophospholipids [GP],Glycosylglycerophospholipids [GP14],Monoacylglycosylglycerophospholipids [GP1404],N/A,
GlcAbeta-Cer,Amida y Ester con GlcAbeta,GlcAbeta-Cer(d,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Glucuronosphingolipids [SP0603],N/A,Glucosa con grupo carbonilo esterificada a Cer; https://www.lipidmaps.org/databases/lmsd/LMSP06030001
GlcADG,Ester,GlcADG(,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosyldiacylglycerols [GL0501],N/A,Glucosa con grupo carbonilo esterificada a DG; https://www.lipidmaps.org/databases/lmsd/LMGL05010029
NA,NA,Glcbeta-Cer(d,N/A,N/A,N/A,N/A,NA
GlcNAc-DG,Ester,GlcNAc-DG(,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosyldiacylglycerols [GL0501],N/A,Es muy rara; https://www.lipidmaps.org/databases/lmsd/LMGL05010030
OligoGlicerido-Cer,Amida y Ester con Oligo,GM1(,N/A,N/A,N/A,N/A,"Oligolicerido esterificado a Cer, Raro; https://www.lipidmaps.org/databases/lmsd/LMSP0601AP01"
HexCer,Amida y Ester con Hex,HexCer(d,Sphingolipids [SP],Ceramides [SP02],N-acylsphinganines (dihydroceramides) [SP0202],N/A,Hexosa esterificada a Cer
HexCer,Amida y Ester con Hex,HexCer(d,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],N/A,
HexCer,Amida y Ester con Hex,HexCer(t,Sphingolipids [SP],Neutral glycosphingolipids [SP05],Simple Glc series [SP0501],N/A,https://www.lipidmaps.org/databases/lmsd/LMSP05010196
OligoGlicerido-Cer,Amida y Ester con Oligo,iGb5(d,Sphingolipids [SP],Neutral glycosphingolipids [SP05],Galalpha1-3Galbeta1-4Glc- (Isoglobo series) [SP0506],N/A,"Oligolicerido esterificado a Cer, Raro; https://www.lipidmaps.org/databases/lmsd/LMSP0506AS01"
NA,NA,Isocaldarchaeol(,N/A,N/A,N/A,N/A,NA
NA,NA,Isoglobotriglycosylc,N/A,N/A,N/A,N/A,NA
LacCer,Amida y Ester con Lac,LacCer(,Sphingolipids [SP],Ceramides [SP02],Phosphoglycosphingolipids [SP0604],N/A,Lactosa esterificada a Cer; https://www.lipidmaps.org/databases/lmsd/LMSP05010119
LacCer,Amida y Ester con Lac,LacCer(,Sphingolipids [SP],Ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],N/A,
LacCer,Amida y Ester con Lac,LacCer(,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],N/A,
LacCer,Amida y Ester con Lac,LacCer(,Sphingolipids [SP],Acidic glycosphingolipids [SP06],Phosphoglycosphingolipids [SP0604],N/A,
LacCer,Amida y Ester con Lac,LacCer(,Sphingolipids [SP],Acidic glycosphingolipids [SP06],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],N/A,
LacCer,Amida y Ester con Lac,LacCer(,Sphingolipids [SP],Acidic glycosphingolipids [SP06],N-acylsphingosines (ceramides) [SP0201],N/A,
LacCer,Amida y Ester con Lac,LacCer(d,Sphingolipids [SP],Neutral glycosphingolipids [SP05],Simple Glc series [SP0501],N/A,
LBPA,Ester,LBPA(,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Monoacylglycerophosphomonoradylglycerols [GP0410],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP04100004
1-O-lignoceroyl-Cer,Amida y Ester con 1-O-FA,lignoceroyl-Cer(d,Sphingolipids [SP],Ceramides [SP02],Acylceramides [SP0204],N/A,https://www.lipidmaps.org/databases/lmsd/LMSP02040007
PA,Ester,LPA(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphates [GP1005],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP10050015
PA,Ester,LPA(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,LPA(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphates [GP2007],N/A,
PA,Ester,LPA(,Glycerophospholipids [GP],Glycerophosphates [GP10],Monoacylglycerophosphates [GP1005],N/A,
PA,Ester,LPA(,Glycerophospholipids [GP],Glycerophosphates [GP10],Diacylglycerophosphates [GP1001],N/A,
PA,Ester,LPA(,Glycerophospholipids [GP],Glycerophosphates [GP10],Oxidized glycerophosphates [GP2007],N/A,
PC,Ester,LPC(,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Monoacylglycerophosphocholines [GP0105],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP01050001
PC,Ester,LPC(,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Oxidized glycerophosphocholines [GP2001],N/A,
PC,Ester,LPC(,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],N/A,
PC,Ester,LPC(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphocholines [GP0105],N/A,
PC,Ester,LPC(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphocholines [GP2001],N/A,
PC,Ester,LPC(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphocholines [GP0101],N/A,
PC,Ether con FA que lleve O-,LPC(O-,Glycerophospholipids [GP],Glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",N/A,Enlace tipo Eter en lugar de Ester; https://www.lipidmaps.org/databases/lmsd/LMGP01060007
PC,Ether con FA que lleve O-,LPC(O-,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Monoalkylglycerophosphocholines [GP0106],N/A,
PC,Ether con FA que lleve O-,LPC(P-,Glycerophospholipids [GP],Glycerophosphocholines [GP01],1Z-alkenylglycerophosphocholines [GP0107],N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; https://www.lipidmaps.org/databases/lmsd/LMGP01070009"
PC,Ether con FA que lleve O-,LPC(P-,Glycerophospholipids [GP],Glycerophosphocholines [GP01],"1-(1Z-alkenyl),2-acylglycerophosphocholines [GP0103]",N/A,
PE,Ester,LPE(,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Diacylglycerophosphoethanolamines [GP0201],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP02050001
PE,Ester,LPE(,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Oxidized glycerophosphoethanolamines [GP2002],N/A,
PE,Ester,LPE(,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],N/A,
PE,Ester,LPE(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoethanolamines [GP0201],N/A,
PE,Ester,LPE(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoethanolamines [GP2002],N/A,
PE,Ester,LPE(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoethanolamines [GP0205],N/A,
PE,Ester,LPE(,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Diacylglycerophosphoethanolamines [GP0201],N/A,
PE,Ester,LPE(,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Oxidized glycerophosphoethanolamines [GP2002],N/A,
PE,Ester,LPE(,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],Monoacylglycerophosphoethanolamines [GP0205],N/A,
PG,Ester,LPG(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoglycerols [GP0405],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP04050035
PG,Ester,LPG(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoglycerols [GP0401],N/A,
PG,Ester,LPG(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoglycerols [GP2006],N/A,
PG,Ester,LPG(,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Monoacylglycerophosphoglycerols [GP0405],N/A,
PG,Ester,LPG(,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Diacylglycerophosphoglycerols [GP0401],N/A,
PG,Ester,LPG(,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Oxidized glycerophosphoglycerols [GP2006],N/A,
PG,Ether con FA que lleve O-,LPG(O-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],"1-alkyl,2-acylglycerophosphoglycerols [GP0402]",N/A,Enlace tipo Eter en lugar de Ester; https://www.lipidmaps.org/databases/lmsd/LMGP04060002
PG,Ether con FA que lleve O-,LPG(O-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],Monoalkylglycerophosphoglycerols [GP0406],N/A,
PG,Ether con FA que lleve O-,LPG(P-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],"1-(1Z-alkenyl),2-acylglycerophosphoglycerols [GP0403]",N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; https://www.lipidmaps.org/databases/lmsd/LMGP04070001"
PG,Ether con FA que lleve O-,LPG(P-,Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],1Z-alkenylglycerophosphoglycerols [GP0407],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],Monoacylglycerophosphoinositols [GP0605],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP06050030
PI,Ester,LPI(,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],Diacylglycerophosphoinositols [GP0601],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],Diacylglycerophosphoinositolglycans [GP1501],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],Oxidized glycerophosphoinositols [GP2005],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoinositols [GP0605],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoinositols [GP0601],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoinositolglycans [GP1501],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoinositols [GP2005],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Monoacylglycerophosphoinositols [GP0605],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Diacylglycerophosphoinositols [GP0601],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Diacylglycerophosphoinositolglycans [GP1501],N/A,
PI,Ester,LPI(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Oxidized glycerophosphoinositols [GP2005],N/A,
PI,Ether con FA que lleve O-,LPI(O-,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],"1-alkyl,2-acylglycerophosphoinositols [GP0602]",N/A,Enlace tipo Eter en lugar de Ester; https://www.lipidmaps.org/databases/lmsd/LMGP06060001
PI,Ether con FA que lleve O-,LPI(O-,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],Monoalkylglycerophosphoinositols [GP0606],N/A,
PI,Ether con FA que lleve O-,LPI(P-,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],"1-(1Z-alkenyl),2-acylglycerophosphoinositols [GP0603]",N/A,"Caso particular del enlace tipo Eter, doble enlace en el primer carbono; https://www.lipidmaps.org/databases/lmsd/LMGP06070001"
PI,Ether con FA que lleve O-,LPI(P-,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],1Z-alkenylglycerophosphoinositols [GP0607],N/A,
PIM1,Ester,LPIM1(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Monoacylglycerophosphoinositolglycans [GP1504],N/A,Un Glucosido esterificado al inoitol; https://www.lipidmaps.org/databases/lmsd/LMGP15040001
PIM2,Ester,LPIM2(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Monoacylglycerophosphoinositolglycans [GP1504],N/A,Dos Glucosido esterificado al inoitol; https://www.lipidmaps.org/databases/lmsd/LMGP15040010
PIM3,Ester,LPIM3(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Monoacylglycerophosphoinositolglycans [GP1504],N/A,Tres Glucosido esterificado al inoitol; https://www.lipidmaps.org/databases/lmsd/LMGP15040017
PIM4,Ester,LPIM4(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Monoacylglycerophosphoinositolglycans [GP1504],N/A,Cuatro Glucosido esterificado al inoitol; https://www.lipidmaps.org/databases/lmsd/LMGP15040026
PIM5,Ester,LPIM5(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Monoacylglycerophosphoinositolglycans [GP1504],N/A,Cinco Glucosido esterificado al inoitol; https://www.lipidmaps.org/databases/lmsd/LMGP15040034
PIM6,Ester,LPIM6(,Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],Monoacylglycerophosphoinositolglycans [GP1504],N/A,Seis Glucosido esterificado al inoitol; https://www.lipidmaps.org/databases/lmsd/LMGP15040042
PS,Ester,LPS(,Glycerophospholipids [GP],Glycerophosphoserines [GP03],Diacylglycerophosphoserines [GP0301],N/A,https://www.lipidmaps.org/databases/lmsd/LMGP03050001
PS,Ester,LPS(,Glycerophospholipids [GP],Glycerophosphoserines [GP03],Oxidized glycerophosphoserines [GP2004],N/A,
PS,Ester,LPS(,Glycerophospholipids [GP],Glycerophosphoserines [GP03],Monoacylglycerophosphoserines [GP0305],N/A,
PS,Ester,LPS(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Diacylglycerophosphoserines [GP0301],N/A,
PS,Ester,LPS(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Oxidized glycerophosphoserines [GP2004],N/A,
PS,Ester,LPS(,Glycerophospholipids [GP],Oxidized glycerophospholipids [GP20],Monoacylglycerophosphoserines [GP0305],N/A,
